title,authors,fieldOfStudy,year,doiUrl
Membrane disruption by very long chain fatty acids during necroptosis.,"Laura R Parisi, Shahin  Sowlati-Hashjin, Ilyas A Berhane, Samuel L Galster, Kevin A Carter, Jonathan F Lovell, Sherry R Chemler, Mikko  Karttunen, G Ekin Atilla-Gokcumen",Chemistry,2019,https://doi.org/10.1021/acschembio.9b00616
THE USE OF Eucalyptus camaldulensis AND Eucalyptus urophylla WOOD IN THE PRODUCTION OF EDGE GLUED PANELS,"Setsuo  Iwakiri, Rosilani  Trianoski, Angela  Stüpp, Bruna Mulinari Cabral, Jéssika Alvares Coppi Arruda Gayer",Materials Science,2019,https://doi.org/10.5380/RF.V49I2.57795
To Click or Not to Click? Deciding to Trust or Distrust Phishing Emails,Pierre-Emmanuel  Arduin,Psychology,2020,https://doi.org/10.1007/978-3-030-46224-6_6
Linguistic Influences on Categorization in Preschool Children: A Crosslinguistic Study.,"Ivelisse M. Martinez, Marilyn  Shatz",Psychology,1996,https://doi.org/10.1017/S030500090000893X
"Using the pollutant load concept to assess water quality in an urban river: the case of Carahá River (Lages, Brazil)","Jessica  Quinatto, Natan Liz de Nale Zambelli, Diego Hoefling Souza, Sílvio Luís Rafaeli Neto, Josiane Teresinha Cardoso, Everton  Skoronski",Environmental Science,2018,https://doi.org/10.4136/AMBI-AGUA.2252
Comparison of retinal damage thresholds of laser pulses in the macula/paramacula regions of the live eye,"Gary D. Noojin, Clarence P. Cain, Cynthia A. Toth, David J. Stolarski, Benjamin A. Rockwell",Engineering,1999,https://doi.org/10.1117/12.350036
Adamantane 11-beta-HSD-1 inhibitors: Application of an isocyanide multicomponent reaction.,"Bryan  Sorensen, Jeff  Rohde, Jiahong  Wang, Steven  Fung, Katina  Monzon, William  Chiou, Liping  Pan, Xiaoqing  Deng, DeAnne  Stolarik, Ernst U Frevert, Peer  Jacobson, J T Link",Chemistry,2006,https://doi.org/10.1016/J.BMCL.2006.08.129
3-Nitrotyrosine Modified Proteins in Atherosclerosis,Leonor  Thomson,Medicine,2015,https://doi.org/10.1155/2015%2F708282
Canyon Disposal Initiative - Numerical Modeling of Contaminant Transport from Grouted Residual Waste in the 221-U Facility (U Plant),"Mark L. Rockhold, Mark D. White, Eugene J. Freeman",Environmental Science,2004,https://doi.org/10.2172/15020762
Effects of insulin deficiency on lipoproteins and their hepatic receptors in Rico rats.,"F  Milliat, C  Sérougne, D  Gripois, C  Lutton",Biology,1998,https://doi.org/10.1016/S0764-4469%2899%2980055-9
Universal threshold enhancement,"A.  Patkos, Zs.  Szep, P.  Szepfalusy",Physics,2003,https://doi.org/10.1103/PhysRevD.68.047701
High power Bessel beams from EP-VECSELs,"G. S.  Sokolovskii, S. A.  Zolotovskaya, S. N.  Losev, V. V.  Dudelev, A. G.  Deryagin, V. I.  Kuchinskii, W.  Sibbett, E. U.  Rafailov",Physics,2011,https://doi.org/10.1117/12.877066
The speed of gravity in general relativity and theoretical interpretation of the Jovian deflection experiment,Sergei M. Kopeikin,Physics,2004,https://doi.org/10.1088/0264-9381%2F21%2F13%2F010
UK travellers warned after first suspected case of new syndrome,Anna  Ellis,Medicine,2003,https://doi.org/10.1136/bmj.326.7390.615%2Fa
Outcomes of Cardiovascular Magnetic Resonance Imaging in Patients Recently Recovered From Coronavirus Disease 2019 (COVID-19).,"Valentina O Puntmann, M Ludovica Carerj, Imke  Wieters, Masia  Fahim, Christophe  Arendt, Jedrzej  Hoffmann, Anastasia  Shchendrygina, Felicitas  Escher, Mariuca  Vasa-Nicotera, Andreas M Zeiher, Maria  Vehreschild, Eike  Nagel",Medicine,2020,https://doi.org/10.1001/jamacardio.2020.3557
A comparison of moving-boundary and finite-volume formulations for transients in centrifugal chillers,"Satyam  Bendapudi, James E. Braun, Eckhard A. Groll",Computer Science,2008,https://doi.org/10.1016/J.IJREFRIG.2008.03.006
Origins and Pathways of the Pacific Equatorial Undercurrent Identified by a Simulated Adjoint Tracer,"Xunwei  Nie, Shan  Gao, Fan  Wang, Jianwei  Chi, Jianwei  Chi, Tangdong  Qu, Tangdong  Qu",Geology,2019,https://doi.org/10.1029/2018JC014212
Environmental Reviews & Case Studies: Integration of Watershed Planning and the National Environmental Policy Act,Kelly C. Lyles,Environmental Science,2010,https://doi.org/10.1017/S1466046610000141
Etiology of osteomyelitis complicating sickle cell disease.,"M W Burnett, J W Bass, B A Cook",Medicine,1998,https://doi.org/10.1542/PEDS.101.2.296
Photochemically Controlled Supramolecular Curdlan/Single‐Walled Carbon Nanotube Composite Gel: Preparation of Molecular Distaff by Cyclodextrin Modified Curdlan and Phase Transition Control,"Shingo  Tamesue, Yoshinori  Takashima, Hiroyasu  Yamaguchi, Seiji  Shinkai, Akira  Harada",Chemistry,2011,https://doi.org/10.1002/EJOC.201100077
Preliminary Study: Application of Spot-mapping Technique for Estimating the Size of Oriental Magpie Robin Cospychus saularis (Aves: Muscicapidae) Territories in Universiti Malaysia Sarawak (UNIMAS),"Kathleen Michelle Luking, Dency Flenny Gawin, Jessie  Mentie",Geography,2019,https://doi.org/10.33736/TUR.1546.2019
Diffusion-weighted magnetic resonance imaging findings in a patient with cerebral syphilitic gumma.,"João P Soares-Fernandes, Manuel  Ribeiro, Ricardo  Maré, Zita  Magalhães, Esmeralda  Lourenço, Jaime F Rocha",Medicine,2007,https://doi.org/10.1097/01.RCT.0000284391.91320.89
Digital Ecology: a medley of computer-centric digital informatics and environmentalism,"Perambur S. Neelakanta, Renata C. T. Sardenberg",Computer Science,2010,https://doi.org/10.1504/IJEB.2010.035293
Performance Driven Facial Animation by Appearance Based Tracking,"José Miguel Buenaposada, Enrique  Muñoz, Luis  Baumela",Computer Science,2005,https://doi.org/10.1007/11492429_58
Neurosurgery at the University of Florida,Albert L. Rhoton,Medicine,1995,https://doi.org/10.1227/00006123-199510000-00024
"5,11,17,23-Tetra-tert-butyl-25,26,27,28-tetrapropynyloxy-2,8,14,20-tetrathiacalix[4]arene","Xiong  Li, Hong-Wei  Han, Xiang-Gao  Meng",Chemistry,2009,https://doi.org/10.1107/S1600536809043992
Long-Acting Progestin Injectables,"Ronna  Jurow, Donna  Shoupe",Medicine,2006,https://doi.org/10.1007/978-1-59745-150-5_7
Osteochondrosis of the tarsal cuneiforms.,"M C Leeson, D S Weiner",Medicine,1985,https://doi.org/10.1097/00003086-198506000-00037
A New Look at Tests in Multiple Logistic Regression Models,"Wei-Hsiung  Shen, Jyh-Chuan  Perng",Mathematics,2005,https://doi.org/10.29630/CBMR.200507.0005
PEMBERDAYAAN MASYARAKAT MELALUI OPTIMALISASI PENGELOLAAN WAKAF TUNAI (Studi Kasus pada LAZ Baitul Maal Hidayatullah dan Yatim Mandiri Cabang Lampung),"Ruslan Abdul Ghafur, Isnayati  Nur",Business,2013,https://doi.org/10.18326/infsl3.v7i2.363-386
Hybrid Approach to Face Recognition System using PCA & LDA in Border Control,"Susara S Thenuwara, Chinthaka  Premachandra, Sagara  Sumathipala",Computer Science,2019,https://doi.org/10.1109/NITC48475.2019.9114426
Description of School Health Development Index (SHDI) in Junior High Schools in Buleleng Regency – Bali,"Made Agus Dharmadi, Ni Nyoman Mestri Agustini",Medicine,2019,https://doi.org/10.15294/KEMAS.V14I3.12389
Universities win as South Africa reverses 1997 funding trend,Michael  Cherry,Political Science,1998,https://doi.org/10.1038/30568
The Assembly of Massive Galaxies from Near-Infrared Observations of the Hubble Deep Field-South,"A.  Fontana, I.  Donnarumma, E.  Vanzella, E.  Giallongo, N.  Menci, M.  Nonino, P.  Saracco, S.  Cristiani, S.  D'Odorico, F. Poli INAF-Rome Obs, ESO, INAF-Padova  Obs, INAF-Trieste  Obs, INAF-Brera  Obs",Physics,2003,https://doi.org/10.1086/378489
Outcome of 259 patients with primary proliferative polycythaemia (PPP) and idiopathic thrombocythaemia (IT) treated in a regional nuclear medicine department with phosphorus-32--a 15 year review.,"K K Balan, M  Critchley",Medicine,1997,https://doi.org/10.1259/BJR.70.839.9536909
Concurrence of replicative senescence and elevated expression of p16(INK4A) with subculture-induced but not calcium-induced differentiation in normal human oral keratinocytes.,"G  Lee, B S Park, S E Han, J E Oh, Y O You, J H Baek, G S Kim, B M Min",Biology,2000,https://doi.org/10.1016/S0003-9969%2800%2900061-3
Landslide Stabilisation at the Clyde Power Project: A Major Geotechnical Undertaking,Murray  Gillon,Engineering,1992,https://doi.org/10.1016/0148-9062%2893%2992138-g
Identifying When Effect Restoration Will Improve Estimates of Causal Effect,"Hüseyin  Oktay, Akanksha  Atrey, David  Jensen",Psychology,2019,https://doi.org/10.1137/1.9781611975673.22
Functional KV10.1 Channels Localize to the Inner Nuclear Membrane,"Ye  Chen, Araceli  Sánchez, María E. Rubio, Tobias  Kohl, Luis A. Pardo, Walter  Stühmer",Biology,2011,https://doi.org/10.1371/journal.pone.0019257
Association between genetic variants in myosin IXB and Crohn's disease,"Rachel  Cooney, Fraser J.R. Cummings, Saad  Pathan, John  Beckly, Alessandra  Geremia, Laura  Hancock, Changcun  Guo, Andrew  Morris, Derek P. Jewell",Biology,2009,https://doi.org/10.1002/ibd.20885
Pathophysiology of gastrointestinal hormones,"Ivo  Henrichs, Walter M. Teller",Medicine,2004,https://doi.org/10.1007/BF00445886
Robots in action,E  Appleton,Engineering,1980,https://doi.org/10.1088/0305-4624%2F11%2F5%2F405
Treefall Gaps and Regeneration Composition in the Laurel Forest of Anaga (Tenerife): a Matter of Size?,"José Ramón Arévalo, José María Fernández-Palacios",Biology,2006,https://doi.org/10.1007/s11258-006-9152-1
Exploring how and why people use visualizations in casual contexts: Modeling user goals and regulated motivations,"David W. Sprague, Melanie  Tory",Computer Science,2012,https://doi.org/10.1177/1473871611433710
A New DSR Routing Protocol for MANET,Mamoun Hussein Mamoun,Computer Science,2009,https://doi.org/10.4156/JCIT.VOL4.ISSUE4.4
Brain abscess after esophageal dilation for caustic stricture: report of three cases.,"M  Schlitt, L  Mitchem, G  Zorn, W  Dismukes, R B Morawetz",Medicine,1985,https://doi.org/10.1227/00006123-198512000-00013
A one dimensional microscopical model for the study of the coherence in the stopping power problem. Part 1,"G.  Süßmann, P.  Szilas",Physics,1980,https://doi.org/10.1007/BF01301517
Situation Forecasting Method for Distribution Network Based on Phasor Measurement Unit,"Shuxin  Tian, Kunpeng  Li, Huanhuan  Fang, Shu  Liu, Shurong  Wei, Yang  Fu",Computer Science,2019,https://doi.org/10.1109/APPEEC45492.2019.8994472
Neuroscience: AMPA receptors get 'pickled',"Alexander C. Jackson, Roger A. Nicoll",Chemistry,2009,https://doi.org/10.1038/458585a
"Reservoir characteristics and 3D static modelling of the Late Miocene Abu Madi Formation, onshore Nile Delta, Egypt","A. A. El Khadragy, E. A. Eysa, A.  Hashim, A. Abd El Kader",Geology,2017,https://doi.org/10.1016/J.JAFREARSCI.2017.04.032
A 60-years old field experiment demonstrates the benefit of leys in the crop rotation,"Zhenjiang  Zhou, Cecilia  Palmborg, Lars  Ericson, Kent  Dryler, Kim  Lindgren, Göran  Bergkvist, David  Parsons",Environmental Science,2019,https://doi.org/10.1080/09064710.2018.1492010
Status of Solar Photovoltaics,Meng  Tao,Environmental Science,2014,https://doi.org/10.1007/978-1-4471-5643-7_2
Animal experiments in economic psychology,Stephen E. G. Lea,Economics,1981,https://doi.org/10.1016/0167-4870%2881%2990043-X
An approach for integration of demodulators for digital broadcasting,"H.  Kobatake, K.  Hirano, N.  Kuroki, M.  Numa, H.  Nishida, K.  Kawashima, K.  Yamamoto",Engineering,2004,https://doi.org/10.1109/APASIC.2004.1349517
Monitoring thermal fracturing in ice: The relation to ice stress and strength,"Peter J. Stein, James K. Lewis, Walter B. Tucker",Physics,1993,https://doi.org/10.1121/1.408085
Influence of the deposition-induced stress on the magnetic properties of magnetostrictive amorphous (Fe80Co20)80B20 multilayers with orthogonal anisotropy,"Miguel  González-Guerrero, J. L. Prieto, Pedro A. Sánchez, C.  Aroca",Physics,2007,https://doi.org/10.1063/1.2822220
Rehabilitating Old Archaeology Collections with GIS,Jodie A. O'Gorman,History,2007,https://doi.org/10.1177/155019060700300106
Serum and plasma brain-derived neurotrophic factor (BDNF) in abstinent alcoholics and social drinkers.,"Carrol  D'Sa, Ralph J Dileone, George M Anderson, Rajita  Sinha",Psychology,2012,https://doi.org/10.1016/j.alcohol.2011.12.001
Thermal expansion on volcanic tuff rocks used as building stones: examples from Mexico,"Rubén  López-Doncel, Wanja  Wedekind, Alfredo  Aguillón-Robles, Reiner  Dohrmann, Sergio  Molina-Maldonado, Theresa  Leiser, Anna  Wittenborn, Siegfried  Siegesmund",Geology,2018,https://doi.org/10.1007/s12665-018-7533-0
Machine Learning Approach for Content Based Image Retrieval,Siddhivinayak  Kulkarni,Computer Science,2012,https://doi.org/10.4018/978-1-4666-1833-6.CH001
Patients’ perception of coercion in acute psychiatric wards. An intervention study,Knut W Sørgaard,Psychology,2004,https://doi.org/10.1080/08039480410005819
Echocardiographic assessment in 1578 patients with chronic heart failure,"Hasnaa  Salih, Roger  Kongo, Dounia  Ghellab, Ahmed  Bennis",Medicine,2011,https://doi.org/10.1016/J.ACVD.2011.03.033
IMPREGNATION AND OSMOTIC DEHYDRATION OF SOME FRUITS: EFFECT OF THE VACUUM PRESSURE AND SYRUP CONCENTRATION,"H.  Mújica-Paz, A.  Valdez-Fragoso, Aurelio  López-Malo, Enrique  Palou, Jorge  Welti-Chanes",Chemistry,2003,https://doi.org/10.1016/S0260-8774%2802%2900344-8
TCR subunit specificity of CTLA‐4‐mediated signaling,"Eric  Siu, Beatriz M Carreno, Joaquín  Madrenas",Biology,2003,https://doi.org/10.1189/jlb.0503198
Static and Dynamic Semantics: Preliminary Report,J´n  Sefranek,Mathematics,2011,https://doi.org/10.1109/MICAI.2011.18
"Reliability, maintainability, supportability initiatives: contributing to the competitive edge","J.  Stracener, J. E. Breneman",Engineering,1991,https://doi.org/10.1109/ARMS.1991.154427
VOR Navigation Receiver Repair Technology Research,"Jiang  Yang, Fei  Li",Engineering,2015,https://doi.org/10.4028/www.scientific.net%2FAMM.733.792
Why do corporate codes of conduct fail? Women workers and clothing supply chains in Vietnam,"D  Hoang, Bryn  Jones",Economics,2012,https://doi.org/10.1177/1468018111431757
"Spatial Requirements for 15-(R)-Hydroxy-5Z,8Z,11Z,13E-eicosatetraenoic Acid Synthesis within the Cyclooxygenase Active Site of Murine COX-2","S W Rowlinson, B C Crews, D C Goodwin, C  Schneider, J K Gierse, L J Marnett",Chemistry,2000,https://doi.org/10.1074/JBC.275.9.6586
Remark on the Iwasawa Invariants of p-Extensions of a Totally Real Number Field,Manabu  Ozaki,Mathematics,2010,https://doi.org/10.4036/IIS.2010.67
Integrating Teaching Styles and Learning Styles with Instructional Technology,"Anthony F. Grasha, Natalia  Yangarber-Hicks",Psychology,2000,https://doi.org/10.1080/87567550009596080
On the Thermoeconomic Approach to the Diagnosis of Energy System Malfunctions - Suitability to Real-Time Monitoring,Luis  Correas,Computer Science,2004,https://doi.org/10.5541/IJOT.1034000129
Totally Laparoscopic Total Gastrectomy for Early Gastric Cancer: An Initial Experience,"Jeong Seon Lee, Han Hong Lee, Jin Jo Kim, Seung Man Park",Medicine,2010,https://doi.org/10.5230/JKGCA.2010.10.1.26
Bio-Inspired Approach for Long-Range Underwater Navigation Using Model Predictive Control.,"Yongding  Zhang, Xiaofeng  Liu, Minzhou  Luo, Chenguang  Yang",Computer Science,2019,https://doi.org/10.1109/TCYB.2019.2933397
General practitioners' role in preventive medicine: scenario analysis using alcohol as a case study.,"Christopher M Doran, Anthony P Shakeshaft, Julia E Fawcett",Medicine,2004,https://doi.org/10.1080/09595230412331324527
Anomalous Hall resistivities of single-crystal Fe16N2 and Fe–N martensite films epitaxially grown by molecular beam epitaxy,"Hiromasa  Takahashi, Matahiro  Komuro, Masahiko  Hiratani, Masukazu  Igarashi, Yutaka  Sugita",Physics,1998,https://doi.org/10.1063/1.368253
Non-peptidic small-molecule antagonists of the human platelet thrombin receptor PAR-1.,"H G Selnick, J C Barrow, P G Nantermet, T M Connolly",Biology,2003,https://doi.org/10.2174/1568016033356670
Charged Domain Walls in Lithium Niobate with Inhomogeneous Bulk Conductivity,"V. I. Pryakhina, Denis  Alikin, I. S. Palitsin, S. A. Negashev, V. Ya. Shur",Materials Science,2015,https://doi.org/10.1080/00150193.2015.998585
Exercise intervention attenuates neuropathic pain in diabetes via mechanisms of mammalian target of rapamycin (mTOR),"Xiaohui  Ma, Sitong  Liu, Dongxue  Liu, Qian  Wang, Hongwei  Li, Zhen  Zhao",Medicine,2018,https://doi.org/10.1080/13813455.2018.1489851
Helping Those Suffering from Hikikomori (Social Withdrawal),Yoshitaka  Nakamura,Sociology,2005,https://doi.org/10.5690/kantoh.2005.136
Design and analysis of a magnetically actuated and compliant capsule endoscopic robot,"Sehyuk  Yim, Metin  Sitti",Computer Science,2011,https://doi.org/10.1109/ICRA.2011.5979819
Weak type inequality for the one-dimensional dyadic derivative,Ushangi  Goginava,Mathematics,2011,https://doi.org/10.7153/MIA-14-70
Comparative characteristics of quantum key distribution protocols with alphabets corresponding to the regular polyhedrons on the Bloch sphere,"Denis V. Sych, Boris A. Grishanin, Victor N. Zadkov",Engineering,2005,https://doi.org/10.1117/12.620514
